customerkey,Fullname,age,yearlyincome,numberchildrenathome,englisheducation,englishoccupation,numbercarsowned,City,Gender,MaritalStatus
15992,Isabelle Alexander,63,70000.00,0,Graduate Degree,Management,2,San Carlos,Female,Single
15993,Spencer Coleman,64,60000.00,0,Graduate Degree,Management,2,Newton,Male,Married
15994,Olivia Blue,63,40000.00,0,Partial College,Professional,2,Burien,Female,Married
15995,Kaitlyn Johnson,65,40000.00,0,Partial College,Professional,2,Downey,Female,Married
15996,Emily Barnes,59,40000.00,0,Partial College,Professional,2,Port Hammond,Female,Married
15997,Melissa Jenkins,74,70000.00,0,Graduate Degree,Management,2,Oak Bay,Female,Married
15998,Marissa Flores,80,70000.00,0,Graduate Degree,Management,2,Chula Vista,Female,Married
15999,Maria Hill,79,70000.00,0,Graduate Degree,Management,2,Port Orchard,Female,Married
16000,Gabrielle Ramirez,79,70000.00,0,Graduate Degree,Management,2,Westminster,Female,Married
16001,Ricardo Pal,79,80000.00,0,Graduate Degree,Management,2,Burbank,Male,Married
16002,Paige Hayes,80,110000.00,3,Graduate Degree,Management,4,W. Linn,Female,Married
16003,Carol Robinson,79,130000.00,3,Graduate Degree,Management,3,Oakland,Female,Married
16004,Joe Martinez,78,90000.00,0,Bachelors,Management,2,Bremerton,Male,Married
16005,Jordan Hill,78,90000.00,0,Bachelors,Management,2,Haney,Male,Single
16006,Angelica Henderson,78,110000.00,4,Graduate Degree,Management,0,Spring Valley,Female,Married
16007,Janelle Gonzalez,77,90000.00,0,Bachelors,Management,2,Bremerton,Female,Married
16008,Morgan Allen,78,110000.00,4,Graduate Degree,Management,1,Kirkland,Female,Married
16009,Matthew Martinez,77,170000.00,2,Graduate Degree,Management,4,Vancouver,Male,Single
16010,Nicole Wood,77,120000.00,4,Graduate Degree,Management,3,Grossmont,Female,Married
16011,Maria Murphy,76,130000.00,3,Bachelors,Management,4,Royal Oak,Female,Married
16012,Grace Cooper,48,90000.00,4,Bachelors,Management,2,Shawnee,Female,Single
16013,Xavier Williams,48,90000.00,4,Partial College,Skilled Manual,3,Beaverton,Male,Single
16014,Christopher Wilson,43,120000.00,1,Bachelors,Management,4,Burbank,Male,Married
16015,Jessica Cooper,38,30000.00,0,Partial College,Skilled Manual,1,Lemon Grove,Female,Single
16016,Bradley She,72,20000.00,0,High School,Skilled Manual,2,Seaford,Male,Married
16017,Jeremy Ramirez,38,60000.00,0,Partial College,Skilled Manual,1,Novato,Male,Married
16018,Emma Henderson,38,60000.00,0,Partial College,Skilled Manual,1,San Carlos,Female,Single
16019,Amber Hernandez,38,60000.00,0,Partial College,Skilled Manual,2,Torrance,Female,Single
16020,Thomas Diaz,38,40000.00,0,High School,Skilled Manual,2,Langford,Male,Married
16021,Shelby Sanchez,38,40000.00,0,Partial High School,Clerical,2,N. Vancouver,Female,Single
16022,Devin Hernandez,38,40000.00,0,Partial High School,Clerical,2,Ballard,Male,Single
16023,Willie Zhang,69,10000.00,1,High School,Skilled Manual,2,Bendigo,Male,Single
16024,Isaac Hill,39,40000.00,0,Partial College,Skilled Manual,1,Marysville,Male,Married
16025,Jorge Sun,71,10000.00,1,Partial High School,Clerical,2,Lavender Bay,Male,Married
16026,Byron Jiménez,69,30000.00,0,Partial College,Clerical,2,St. Leonards,Male,Married
16027,Anne Vazquez,64,30000.00,0,Partial College,Clerical,2,Caloundra,Female,Married
16028,Cody Cooper,70,30000.00,0,Partial College,Clerical,2,Sydney,Male,Married
16029,Abby Patel,69,30000.00,0,Partial College,Clerical,2,Springwood,Female,Married
16030,Max Martin,70,20000.00,0,High School,Skilled Manual,2,Hervey Bay,Male,Married
16031,Ian Allen,68,30000.00,0,Partial College,Clerical,2,Townsville,Male,Married
16032,Colin Chavez,63,10000.00,1,Partial High School,Clerical,2,Coffs Harbour,Male,Married
16033,Erica Lin,44,10000.00,0,Graduate Degree,Manual,0,London,Female,Married
16034,Pamela Suri,54,10000.00,0,Graduate Degree,Manual,0,Frankfurt am Main,Female,Married
16035,Sebastian Morgan,45,20000.00,0,Graduate Degree,Manual,0,Esher-Molesey,Male,Married
16036,Maria Long,55,10000.00,0,Bachelors,Manual,0,York,Female,Married
16037,Melissa Kelly,56,10000.00,0,Bachelors,Manual,0,Werne,Female,Married
16038,Roy Sai,44,10000.00,0,Bachelors,Manual,0,Leeds,Male,Married
16039,Steve Yang,56,10000.00,0,Bachelors,Manual,0,Bonn,Male,Married
16040,Casey Gill,43,20000.00,0,Graduate Degree,Clerical,0,Paris,Male,Married
16041,Pedro Raman,56,20000.00,0,Graduate Degree,Clerical,0,Saint Germain en Laye,Male,Single
16042,Ian Hall,80,20000.00,0,Graduate Degree,Clerical,0,Versailles,Male,Single
16043,Mathew Romero,42,10000.00,0,Bachelors,Manual,0,Bracknell,Male,Single
16044,Connie Rai,58,10000.00,0,Bachelors,Manual,0,Berlin,Female,Married
16045,Evelyn Sara,52,20000.00,0,Graduate Degree,Clerical,0,Milton Keynes,Female,Married
16046,Robyn Gomez,52,20000.00,0,Graduate Degree,Clerical,0,Wokingham,Female,Single
16047,Taylor Johnson,54,10000.00,0,Partial College,Manual,0,Saarlouis,Female,Married
16048,Kelli Yang,43,10000.00,0,Partial College,Manual,0,Hamburg,Female,Single
16049,Ashlee Nara,54,10000.00,0,Partial College,Manual,0,Grevenbroich,Female,Married
16050,Reginald Moreno,60,10000.00,0,Partial College,Manual,0,Warrington,Male,Married
16051,Leonard Xu,48,20000.00,0,Bachelors,Clerical,0,Lille,Male,Married
16052,Danny Gutierrez,59,20000.00,0,Bachelors,Clerical,0,Paris,Male,Married
16053,Frederick Perez,54,20000.00,0,Bachelors,Clerical,0,Runcorn,Male,Married
16054,Hector Ortega,60,20000.00,0,Bachelors,Clerical,0,Wokingham,Male,Single
16055,Ryan Lee,61,10000.00,0,Partial College,Manual,0,Neunkirchen,Male,Married
16056,Alison Shan,56,10000.00,0,Partial College,Manual,1,Morangis,Female,Married
16057,Michele Gomez,56,10000.00,0,Partial College,Manual,1,München,Female,Married
16058,Margaret Zhang,57,10000.00,0,Partial College,Manual,1,London,Female,Married
16059,Jésus Carlson,78,20000.00,0,Bachelors,Clerical,0,Grevenbroich,Male,Married
16060,Antonio Griffin,47,50000.00,1,Bachelors,Skilled Manual,0,West Covina,Male,Married
16061,Miguel Butler,41,50000.00,1,Bachelors,Skilled Manual,0,Concord,Male,Married
16062,Katherine Johnson,41,50000.00,1,Bachelors,Skilled Manual,1,Tacoma,Female,Married
16063,Francisco Kapoor,41,50000.00,1,Bachelors,Skilled Manual,1,Berkeley,Male,Married
16064,Isabella Griffin,48,50000.00,1,Bachelors,Skilled Manual,1,Santa Cruz,Female,Married
16065,Makayla Torres,47,50000.00,2,Bachelors,Skilled Manual,0,National City,Female,Single
16066,Alex Ramirez,42,50000.00,2,Bachelors,Skilled Manual,0,Long Beach,Male,Married
16067,Maria Butler,42,50000.00,2,Bachelors,Skilled Manual,0,Spokane,Female,Single
16068,Jerry Shen,48,50000.00,2,Bachelors,Skilled Manual,0,Ballard,Male,Single
16069,Brianna Hall,47,50000.00,2,Bachelors,Skilled Manual,0,Mill Valley,Female,Single
16070,Sierra Phillips,48,60000.00,0,Graduate Degree,Professional,0,National City,Female,Single
16071,Taylor Rodriguez,46,60000.00,0,Graduate Degree,Professional,0,Haney,Female,Married
16072,Caleb Evans,40,60000.00,0,Graduate Degree,Professional,0,Beaverton,Male,Married
16073,Miranda Bryant,45,60000.00,0,Graduate Degree,Professional,0,Kirkland,Female,Single
16074,Caleb Roberts,45,60000.00,0,Graduate Degree,Professional,0,Puyallup,Male,Married
16075,Alexis Johnson,45,60000.00,0,Graduate Degree,Professional,0,Walla Walla,Female,Single
16076,Catherine Rogers,41,60000.00,0,Graduate Degree,Professional,0,Yakima,Female,Married
16077,Stephanie Rogers,40,70000.00,0,Graduate Degree,Professional,0,Burbank,Female,Married
16078,Nicole James,45,70000.00,0,Graduate Degree,Professional,0,Grossmont,Female,Married
16079,Natalie Carter,45,80000.00,0,Graduate Degree,Professional,0,Santa Cruz,Female,Married
16080,Oscar Patterson,48,40000.00,4,High School,Skilled Manual,3,Long Beach,Male,Single
16081,Arturo Cai,49,70000.00,2,Bachelors,Skilled Manual,1,Bellflower,Male,Married
16082,Autumn Zeng,43,70000.00,2,Bachelors,Skilled Manual,1,Bellingham,Female,Single
16083,Mindy Raje,50,40000.00,5,High School,Skilled Manual,1,Burnaby,Female,Married
16084,Allison Wright,49,40000.00,0,Bachelors,Professional,1,Lake Oswego,Female,Single
16085,Trevor Gonzales,47,60000.00,0,Graduate Degree,Professional,0,Haney,Male,Married
16086,Charles Watson,47,70000.00,0,Graduate Degree,Professional,0,Bellflower,Male,Married
16087,Micah Chen,47,70000.00,0,Graduate Degree,Professional,0,Berkeley,Male,Single
16088,Bryce Sanders,49,40000.00,0,Bachelors,Professional,1,Beaverton,Male,Single
16089,Lucas Brooks,49,50000.00,2,Bachelors,Skilled Manual,1,Royal Oak,Male,Married
16090,Emma White,50,50000.00,2,Bachelors,Skilled Manual,1,Port Hammond,Female,Single
16091,Alyssa Lewis,39,50000.00,2,Bachelors,Skilled Manual,1,Downey,Female,Single
16092,Jessica Bryant,51,60000.00,0,Graduate Degree,Professional,0,Everett,Female,Married
16093,Kaitlyn Morris,51,60000.00,0,Graduate Degree,Professional,0,Novato,Female,Single
16094,Kayla Brown,45,60000.00,0,Graduate Degree,Professional,0,Santa Cruz,Female,Single
16095,Marcus Garcia,51,70000.00,0,Graduate Degree,Professional,0,El Cajon,Male,Married
16096,Kenneth She,48,60000.00,0,Graduate Degree,Professional,0,Burnaby,Male,Married
16097,Jessica Stewart,47,60000.00,0,Graduate Degree,Professional,0,Cliffside,Female,Single
16098,Jasmine Diaz,47,70000.00,0,Graduate Degree,Professional,0,Victoria,Female,Married
16099,Julian Jenkins,42,70000.00,5,Graduate Degree,Professional,2,Seattle,Male,Married
16100,Jose Johnson,42,70000.00,5,Graduate Degree,Professional,3,Colma,Male,Single
16101,Mary Lopez,47,80000.00,0,Graduate Degree,Professional,0,Fremont,Female,Married
16102,Marcus Alexander,51,40000.00,0,Bachelors,Professional,1,Colma,Male,Single
16103,Haley Hill,40,80000.00,3,Bachelors,Skilled Manual,1,Royal Oak,Female,Single
16104,Jordan Hernandez,51,80000.00,3,Bachelors,Skilled Manual,2,Marysville,Female,Single
16105,Kristy Diaz,52,80000.00,3,Bachelors,Skilled Manual,3,Beaverton,Female,Single
16106,Ian Barnes,52,60000.00,0,Graduate Degree,Professional,1,Royal Oak,Male,Married
16107,Jordan Edwards,42,50000.00,4,Bachelors,Skilled Manual,2,Walla Walla,Female,Single
16108,Bryce Howard,47,60000.00,2,Bachelors,Skilled Manual,2,Edmonds,Male,Single
16109,Adam Turner,52,60000.00,2,Bachelors,Skilled Manual,2,N. Vancouver,Male,Single
16110,Brandon Long,53,60000.00,2,Bachelors,Skilled Manual,2,Victoria,Male,Married
16111,Allison Green,42,70000.00,2,Bachelors,Skilled Manual,2,Lake Oswego,Female,Single
16112,Frank Munoz,54,70000.00,2,Bachelors,Professional,2,Berkeley,Male,Single
16113,Roger Lal,43,70000.00,2,Bachelors,Professional,2,Burlingame,Male,Single
16114,Gavin Ross,54,70000.00,2,Bachelors,Professional,2,Glendale,Male,Married
16115,Jennifer Diaz,49,70000.00,0,Bachelors,Professional,1,Mill Valley,Female,Single
16116,Begoña Hurtado,49,70000.00,0,Bachelors,Professional,1,National City,Male,Single
16117,Brad Lal,54,40000.00,3,High School,Skilled Manual,2,Bellingham,Male,Married
16118,James Wright,54,70000.00,0,Bachelors,Professional,1,Oakland,Male,Married
16119,Hailey Watson,55,40000.00,3,High School,Skilled Manual,2,Corvallis,Female,Married
16120,Bryce Ramirez,45,40000.00,3,High School,Skilled Manual,3,Daly City,Male,Married
16121,Kaitlyn Ross,56,40000.00,2,High School,Skilled Manual,2,Metchosin,Female,Married
16122,Jason Phillips,55,40000.00,2,High School,Skilled Manual,2,Beverly Hills,Male,Married
16123,Natalie Patterson,55,40000.00,2,High School,Skilled Manual,2,Haney,Female,Married
16124,Eduardo Murphy,55,40000.00,2,High School,Skilled Manual,2,Oak Bay,Male,Married
16125,Victoria Watson,56,60000.00,0,Partial College,Skilled Manual,1,Port Hammond,Female,Married
16126,Faith Kelly,55,60000.00,0,Partial College,Skilled Manual,1,Novato,Female,Married
16127,Amanda Edwards,39,60000.00,0,Partial College,Skilled Manual,1,Burlingame,Female,Married
16128,Destiny Ward,45,60000.00,0,Partial College,Skilled Manual,1,Langford,Female,Married
16129,Jordyn Russell,56,40000.00,2,High School,Skilled Manual,2,Portland,Female,Single
16130,Mike Seamans,51,40000.00,0,Bachelors,Professional,1,Beverly Hills,Female,Single
16131,Albert Romero,57,40000.00,0,Bachelors,Professional,1,Burbank,Male,Single
16132,Sierra Nelson,51,60000.00,0,Partial College,Skilled Manual,1,Royal Oak,Female,Married
16133,Dylan Simmons,44,50000.00,0,Partial College,Skilled Manual,1,Langford,Male,Single
16134,Roy Hernandez,50,50000.00,0,Partial College,Skilled Manual,1,Beaverton,Male,Single
16135,Chelsea Raman,50,50000.00,0,Partial College,Skilled Manual,1,Beaverton,Female,Single
16136,George Srini,50,50000.00,0,Partial College,Skilled Manual,1,Bremerton,Male,Single
16137,Timothy King,50,50000.00,0,Partial College,Skilled Manual,1,Olympia,Male,Single
16138,David Butler,50,60000.00,0,Graduate Degree,Professional,1,Downey,Male,Single
16139,Jacqueline Alexander,51,60000.00,0,Partial College,Skilled Manual,1,West Covina,Female,Married
16140,Seth Harris,51,60000.00,0,Partial College,Skilled Manual,1,Oak Bay,Male,Married
16141,Shelby Ramirez,56,60000.00,0,Partial College,Skilled Manual,1,Santa Monica,Female,Married
16142,Sophia King,58,60000.00,3,Bachelors,Professional,0,Tacoma,Female,Single
16143,Sara Evans,58,60000.00,3,Bachelors,Professional,0,Imperial Beach,Female,Married
16144,Patrick Kelly,52,70000.00,0,Graduate Degree,Professional,1,Kirkland,Male,Married
16145,Sydney Anderson,57,70000.00,5,Graduate Degree,Professional,3,Puyallup,Female,Single
16146,Jacquelyn Saunders,58,80000.00,0,Graduate Degree,Professional,0,Bellingham,Female,Married
16147,Nathan Griffin,58,80000.00,0,Partial College,Skilled Manual,1,Lemon Grove,Male,Married
16148,Karen Walker,59,80000.00,0,Partial College,Skilled Manual,1,Long Beach,Female,Married
16149,Dalton Perry,59,60000.00,2,Bachelors,Professional,1,Langley,Male,Single
16150,Nicole Thompson,48,60000.00,0,Bachelors,Professional,1,La Jolla,Female,Married
16151,Chloe Sanchez,54,60000.00,0,Bachelors,Professional,1,Yakima,Female,Married
16152,Katherine Evans,53,70000.00,4,Graduate Degree,Professional,0,San Gabriel,Female,Married
16153,Eric Jai,59,70000.00,4,Graduate Degree,Professional,1,Lynnwood,Male,Married
16154,Jennifer Scott,58,70000.00,4,Bachelors,Professional,2,San Francisco,Female,Married
16155,Joan Jenkins,47,80000.00,4,Graduate Degree,Management,1,Cranbourne,Female,Married
16156,Javier Hernandez,46,90000.00,0,Graduate Degree,Management,0,Silverwater,Male,Married
16157,Cindy Raman,36,90000.00,0,Graduate Degree,Management,0,Sydney,Female,Married
16158,Kathleen Gomez,46,100000.00,0,Graduate Degree,Management,0,Perth,Female,Married
16159,Mindy Goldberg,41,100000.00,0,Graduate Degree,Management,0,Cloverdale,Female,Married
16160,Erika Hernandez,48,60000.00,2,Bachelors,Professional,1,Malabar,Female,Married
16161,Jodi Deng,47,60000.00,2,Bachelors,Professional,1,Hobart,Female,Married
16162,Mackenzie Morgan,48,70000.00,5,Bachelors,Professional,3,Port Macquarie,Female,Single
16163,Willie Chande,48,60000.00,2,Bachelors,Professional,1,Geelong,Male,Single
16164,Amy Liang,43,60000.00,2,Bachelors,Professional,1,Melton,Female,Single
16165,Jenny Liu,44,70000.00,5,Bachelors,Professional,3,Matraville,Female,Married
16166,April Goel,38,70000.00,5,Bachelors,Professional,3,Lane Cove,Female,Married
16167,Devin Moore,44,70000.00,5,Bachelors,Professional,3,Sunbury,Male,Married
16168,Kathryn Ashe,49,70000.00,5,Bachelors,Professional,4,Coffs Harbour,Female,Married
16169,Dennis Lin,43,70000.00,5,Bachelors,Professional,4,Wollongong,Male,Single
16170,Juan Rubio,50,80000.00,5,Graduate Degree,Management,3,Hervey Bay,Male,Single
16171,Bruce Ruiz,51,80000.00,5,Graduate Degree,Management,3,Seaford,Male,Married
16172,Janelle Perez,39,80000.00,5,Bachelors,Professional,4,Caloundra,Female,Single
16173,Cory Rana,41,60000.00,2,Bachelors,Professional,1,Silverwater,Male,Married
16174,Melinda Hernandez,52,60000.00,3,Bachelors,Professional,1,Lane Cove,Female,Single
16175,Tony Shan,46,60000.00,3,Bachelors,Professional,1,Silverwater,Male,Single
16176,Michele Torres,47,70000.00,0,Bachelors,Professional,1,Geelong,Female,Single
16177,Bethany Nath,43,70000.00,0,Bachelors,Professional,1,Hobart,Female,Single
16178,Alfredo Carlson,48,80000.00,5,Bachelors,Professional,4,Sydney,Male,Married
16179,Jamie Zhao,48,80000.00,5,Bachelors,Professional,4,Townsville,Female,Single
16180,Kyle Perez,45,70000.00,0,Bachelors,Professional,1,Coffs Harbour,Male,Single
16181,Daisy Rubio,52,70000.00,0,Bachelors,Professional,1,Perth,Female,Single
16182,Louis Sun,53,60000.00,3,Bachelors,Professional,2,Findon,Male,Married
16183,Tanya Carlson,47,60000.00,3,Bachelors,Professional,2,St. Leonards,Female,Single
16184,Christine She,53,60000.00,4,Bachelors,Professional,1,Brisbane,Female,Married
16185,Grant Raji,47,60000.00,4,Bachelors,Professional,3,Springwood,Male,Single
16186,Bethany Raji,42,30000.00,0,Partial College,Clerical,1,Pantin,Female,Single
16187,Louis Hu,36,20000.00,0,Partial High School,Manual,2,London,Male,Single
16188,Teresa Torres,37,20000.00,0,Partial High School,Manual,2,London,Female,Single
16189,Amanda Hughes,38,30000.00,0,Partial College,Clerical,1,Peterborough,Female,Married
16190,Lance Alvarez,38,30000.00,0,Partial College,Clerical,1,London,Male,Single
16191,Margaret Zeng,39,30000.00,0,High School,Manual,1,Reading,Female,Single
16192,Marie Lopez,39,30000.00,0,High School,Manual,1,Berkshire,Female,Single
16193,Victor Rubio,39,30000.00,0,High School,Manual,1,Esher-Molesey,Male,Single
16194,Katie Deng,43,30000.00,0,High School,Manual,1,Courbevoie,Female,Single
16195,Abby Perez,44,30000.00,0,High School,Manual,1,Pantin,Female,Married
16196,Kurt Raheem,42,40000.00,1,Bachelors,Skilled Manual,1,Frankfurt am Main,Male,Married
16197,Heidi Prasad,38,20000.00,0,Partial High School,Manual,2,Berlin,Female,Single
16198,Arthur Navarro,44,30000.00,0,High School,Manual,1,Cheltenham,Male,Single
16199,Terrence Xie,43,40000.00,2,Partial College,Clerical,0,Dresden,Male,Single
16200,Julia Edwards,46,10000.00,0,Partial High School,Manual,2,Warrington,Female,Single
16201,Ross Martin,44,20000.00,0,Partial High School,Manual,2,London,Male,Single
16202,Kenneth Jai,46,30000.00,0,High School,Manual,1,Paris,Male,Single
16203,Warren Raje,46,40000.00,2,Partial College,Clerical,0,Orly,Male,Single
16204,Terrence Anand,39,40000.00,2,Partial College,Clerical,1,Les Ulis,Male,Single
16205,Melanie Sanders,39,40000.00,2,Partial College,Clerical,1,Paris,Female,Single
16206,Cindy Lewis,45,40000.00,2,Partial College,Clerical,1,Darmstadt,Female,Single
16207,Jordan Shan,39,40000.00,2,Partial College,Clerical,1,Erlangen,Male,Single
16208,Ruth Chandra,45,40000.00,2,Partial College,Clerical,1,Saarbrücken,Female,Single
16209,Carolyn Alvarez,47,50000.00,0,Graduate Degree,Skilled Manual,0,Colombes,Female,Single
16210,Olivia Cooper,43,40000.00,3,Partial College,Clerical,1,Burlingame,Female,Single
16211,Jesse Roberts,42,40000.00,3,Partial College,Clerical,1,Bremerton,Male,Single
16212,Jacqueline Rivera,87,50000.00,0,Graduate Degree,Skilled Manual,0,Chula Vista,Female,Married
16213,Kaylee Turner,51,60000.00,0,Graduate Degree,Skilled Manual,0,Shawnee,Female,Single
16214,Brett Fernandez,45,60000.00,0,Graduate Degree,Skilled Manual,0,Bellingham,Male,Married
16215,Thomas Turner,51,60000.00,0,Graduate Degree,Skilled Manual,0,Lynnwood,Male,Married
16216,Charles Mitchell,39,60000.00,0,Graduate Degree,Skilled Manual,0,Port Orchard,Male,Single
16217,Amanda Gonzales,50,60000.00,0,Graduate Degree,Skilled Manual,0,Woodburn,Female,Single
16218,Julia Simmons,58,30000.00,0,Bachelors,Skilled Manual,1,Redmond,Female,Married
16219,Angel Sanders,58,30000.00,0,Bachelors,Skilled Manual,1,Langley,Male,Married
16220,Megan Russell,63,30000.00,0,Bachelors,Skilled Manual,1,Vancouver,Female,Married
16221,Darren Saunders,58,30000.00,0,Bachelors,Skilled Manual,1,Burien,Male,Married
16222,Brandon Anderson,63,30000.00,0,Bachelors,Skilled Manual,1,Berkeley,Male,Married
16223,Carlos Collins,64,30000.00,0,Bachelors,Skilled Manual,1,Los Angeles,Male,Married
16224,Jacob Martinez,63,30000.00,0,Bachelors,Skilled Manual,1,Oakland,Male,Married
16225,Wyatt Nelson,52,30000.00,0,Bachelors,Skilled Manual,1,Lincoln Acres,Male,Married
16226,Maria Blue,64,30000.00,0,Partial College,Clerical,1,Sedro Woolley,Female,Married
16227,Eric Lopez,63,30000.00,0,High School,Clerical,1,Daly City,Male,Married
16228,Rafael Zhu,56,40000.00,0,Partial College,Clerical,1,Burlingame,Male,Married
16229,Wayne Chande,51,40000.00,0,Partial College,Clerical,1,Ballard,Male,Married
16230,Craig Blanco,62,40000.00,0,Partial College,Clerical,1,Bellflower,Male,Married
16231,Dana Martin,61,40000.00,0,Partial College,Clerical,1,Bellingham,Female,Married
16232,Chase Richardson,61,40000.00,0,Partial College,Clerical,1,Kirkland,Male,Married
16233,Rebecca King,52,80000.00,0,Graduate Degree,Skilled Manual,0,Lemon Grove,Female,Single
16234,Wyatt Martin,61,40000.00,0,Partial College,Clerical,1,San Francisco,Male,Married
16235,Sebastian Morris,55,40000.00,0,Partial College,Clerical,1,Lincoln Acres,Male,Married
16236,Nicholas Martinez,55,40000.00,0,Partial College,Clerical,1,Lebanon,Male,Married
16237,Erin James,60,40000.00,0,Partial College,Clerical,1,Sedro Woolley,Female,Married
16238,Ann Arun,59,40000.00,0,Partial College,Clerical,1,Beverly Hills,Female,Married
16239,Gabriel Nelson,60,40000.00,0,Partial College,Clerical,1,Mill Valley,Male,Married
16240,Madeline Green,49,80000.00,0,Graduate Degree,Skilled Manual,0,Burbank,Female,Single
16241,Isabel Butler,47,80000.00,0,Graduate Degree,Skilled Manual,0,Vancouver,Female,Single
16242,Megan Garcia,59,80000.00,0,Graduate Degree,Skilled Manual,0,Colma,Female,Single
16243,Maria James,59,80000.00,0,Graduate Degree,Skilled Manual,0,Newton,Female,Single
16244,Gregory Kumar,53,80000.00,0,Graduate Degree,Skilled Manual,0,Bellflower,Male,Married
16245,Alexandra Griffin,54,80000.00,0,Graduate Degree,Skilled Manual,0,Santa Monica,Female,Single
16246,Lucas Simmons,58,80000.00,0,Graduate Degree,Skilled Manual,0,Sedro Woolley,Male,Single
16247,Anna Brown,58,60000.00,0,Graduate Degree,Skilled Manual,0,Sooke,Female,Single
16248,Alyssa Ross,58,60000.00,0,Graduate Degree,Skilled Manual,0,Issaquah,Female,Single
16249,Jesse Rivera,52,60000.00,0,Graduate Degree,Skilled Manual,0,El Cajon,Male,Married
16250,Brendan Raje,42,40000.00,0,Graduate Degree,Clerical,0,Kirkby,Male,Single
16251,Makayla Howard,44,10000.00,3,High School,Manual,0,Newcastle upon Tyne,Female,Single
16252,Danny Jiménez,48,10000.00,3,Partial High School,Manual,1,Saarlouis,Male,Single
16253,Bethany Lal,48,20000.00,1,Partial College,Manual,1,Hamburg,Female,Single
16254,Maria Morris,49,20000.00,1,Partial College,Manual,1,Chatou,Female,Single
16255,Taylor Russell,49,20000.00,1,Partial College,Manual,1,Tremblay-en-France,Female,Single
16256,Richard Collins,49,20000.00,1,Partial College,Manual,1,Leeds,Male,Married
16257,Michele Chandra,45,20000.00,1,High School,Manual,1,Courbevoie,Female,Married
16258,Deanna Malhotra,49,30000.00,1,Bachelors,Clerical,0,Orleans,Female,Single
16259,Ebony Sai,50,10000.00,4,Partial High School,Manual,2,Villeneuve-d'Ascq,Female,Single
16260,Gina Schmidt,44,20000.00,1,High School,Manual,1,Oxford,Female,Single
16261,Diana Navarro,37,40000.00,0,Bachelors,Clerical,0,Dunkerque,Female,Married
16262,Kathryn Xie,37,40000.00,0,Bachelors,Clerical,0,Paris,Female,Married
16263,Eduardo Robinson,49,40000.00,0,Bachelors,Clerical,0,Ingolstadt,Male,Married
16264,Jennifer Howard,89,10000.00,0,High School,Manual,2,Warrington,Female,Married
16265,Julie Goel,40,30000.00,1,Bachelors,Clerical,1,Bobigny,Female,Married
16266,Alisha Yang,51,30000.00,1,Bachelors,Skilled Manual,1,Morangis,Female,Married
16267,Edwin Chen,49,30000.00,1,Bachelors,Skilled Manual,2,Grevenbroich,Male,Married
16268,Lindsey Kumar,49,30000.00,1,Bachelors,Skilled Manual,2,Roissy en Brie,Female,Married
16269,Tara Nath,50,30000.00,1,Bachelors,Skilled Manual,2,Berlin,Female,Married
16270,Jerome Hernandez,50,30000.00,1,Bachelors,Skilled Manual,2,Berlin,Male,Married
16271,Michele Gutierrez,51,20000.00,2,High School,Manual,1,Berlin,Female,Single
16272,Raul Deng,50,20000.00,2,High School,Manual,1,Milton Keynes,Male,Single
16273,Marie Martinez,45,30000.00,1,Bachelors,Skilled Manual,2,Bobigny,Female,Married
16274,Ross Diaz,54,10000.00,2,Partial High School,Manual,1,Eilenburg,Male,Married
16275,Deborah McDonald,52,20000.00,2,High School,Manual,2,Warrington,Female,Married
16276,Brandi Carlson,42,20000.00,3,High School,Manual,0,Bonn,Female,Single
16277,Christy Luo,51,30000.00,1,Bachelors,Skilled Manual,2,West Sussex,Female,Married
16278,Angel Turner,52,30000.00,2,Partial College,Manual,0,Hof,Male,Married
16279,Victoria Patterson,54,10000.00,2,Partial High School,Manual,2,Erlangen,Female,Single
16280,Glenn Ma,53,10000.00,2,Partial High School,Manual,2,Münster,Male,Single
16281,Gilbert Luo,54,10000.00,2,Partial High School,Manual,2,Paris,Male,Single
16282,Kristine Suarez,53,20000.00,3,High School,Manual,2,London,Female,Single
16283,Clayton Raji,48,20000.00,3,High School,Manual,2,Paris,Male,Single
16284,Troy Perez,54,20000.00,3,High School,Manual,2,Hof,Male,Single
16285,Mindy Xie,51,40000.00,0,Bachelors,Professional,0,Lieusaint,Female,Married
16286,Billy Torres,44,40000.00,0,Bachelors,Professional,0,Paris,Male,Married
16287,Laura Xu,49,40000.00,0,Bachelors,Professional,0,London,Female,Married
16288,Edwin Shen,36,30000.00,2,Partial College,Clerical,0,Suresnes,Male,Married
16289,Julie Pal,50,30000.00,2,Partial College,Clerical,1,Saint Ouen,Female,Single
16290,Russell Nath,50,30000.00,2,Partial College,Clerical,2,Frankfurt am Main,Male,Single
16291,Lindsey Lal,52,30000.00,2,Partial College,Clerical,2,Paris,Female,Single
16292,Carly Lal,47,40000.00,0,Bachelors,Skilled Manual,0,Mühlheim,Female,Married
16293,Sean Adams,52,40000.00,0,Bachelors,Skilled Manual,0,Gateshead,Male,Married
16294,Steve Hu,47,40000.00,0,Bachelors,Skilled Manual,0,London,Male,Married
16295,Roger Xu,48,30000.00,2,Partial College,Clerical,2,Metz,Male,Single
16296,Sydney White,53,30000.00,3,Partial College,Clerical,0,Villeneuve-d'Ascq,Female,Married
16297,Deanna Garcia,47,40000.00,0,Bachelors,Skilled Manual,0,Frankfurt,Female,Married
